Año,Trimestre,Provincia,Accesos por cada 100 hogares
2015,1,Jujuy,20.0
2015,1,La Pampa,56.0
2015,1,La Rioja,17.0
2015,1,Mendoza,32.0
2015,1,Misiones,26.0
2015,1,Neuquén,52.0
2015,1,Río Negro,45.0
2015,1,Salta,30.0
2015,1,San Juan,28.0
2015,1,San Luis,10.0
2015,1,Santa Cruz,28.0
2015,1,Santa Fe,50.0
2015,1,Santiago Del Estero,17.0
2015,1,Tierra Del Fuego,74.0
2015,1,Tucumán,35.0
2014,4,Buenos Aires,56.0
2014,4,Capital Federal,115.0
2014,4,Catamarca,26.0
2014,4,Chaco,22.0
2014,4,Chubut,40.0
2014,4,Córdoba,55.0
2014,4,Corrientes,24.0
2014,4,Entre Ríos,36.0
2014,4,Formosa,18.0
2014,4,Jujuy,20.0
2014,4,La Pampa,51.0
2014,4,La Rioja,17.0
2014,4,Mendoza,33.0
2014,4,Misiones,24.0
2014,4,Neuquén,53.0
2014,4,Río Negro,45.0
2014,4,Salta,30.0
2014,4,San Juan,28.0
2014,4,San Luis,10.0
2014,4,Santa Cruz,28.0
2014,4,Santa Fe,50.0
2014,4,Santiago Del Estero,17.0
2014,4,Tierra Del Fuego,66.0
2014,4,Tucumán,35.0
2014,3,Buenos Aires,57.0
2014,3,Capital Federal,114.0
2014,3,Catamarca,25.0
2014,3,Chaco,21.0
2014,3,Chubut,41.0
2014,3,Córdoba,54.0
2014,3,Corrientes,23.0
2014,3,Entre Ríos,35.0
2014,3,Formosa,18.0
2014,3,Jujuy,18.0
2014,3,La Pampa,56.0
2014,3,La Rioja,17.0
2014,3,Mendoza,32.0
2014,3,Misiones,24.0
2014,3,Neuquén,56.0
2014,3,Río Negro,46.0
2014,3,Salta,29.0
2014,3,San Juan,28.0
2014,3,San Luis,10.0
2014,3,Santa Cruz,28.0
2014,3,Santa Fe,49.0
2014,3,Santiago Del Estero,16.0
2014,3,Tierra Del Fuego,66.0
2014,3,Tucumán,34.0
2014,2,Buenos Aires,55.0
2014,2,Capital Federal,113.0
2014,2,Catamarca,25.0
2014,2,Chaco,21.0
2014,2,Chubut,41.0
2014,2,Córdoba,53.0
2014,2,Corrientes,23.0
2014,2,Entre Ríos,35.0
2014,2,Formosa,18.0
2014,2,Jujuy,19.0
2014,2,La Pampa,50.0
2014,2,La Rioja,17.0
2014,2,Mendoza,32.0
2014,2,Misiones,23.0
2014,2,Neuquén,51.0
2014,2,Río Negro,45.0
2014,2,Salta,29.0
2014,2,San Juan,28.0
2014,2,San Luis,10.0
2014,2,Santa Cruz,29.0
2014,2,Santa Fe,48.0
2014,2,Santiago Del Estero,17.0
2014,2,Tierra Del Fuego,64.0
2014,2,Tucumán,34.0
2014,1,Buenos Aires,55.0
2014,1,Capital Federal,112.0
2014,1,Catamarca,24.0
2014,1,Chaco,21.0
2014,1,Chubut,41.0
2014,1,Córdoba,53.0
2014,1,Corrientes,22.0
2014,1,Entre Ríos,34.0
2014,1,Formosa,17.0
2014,1,Jujuy,18.0
2014,1,La Pampa,48.0
2014,1,La Rioja,16.0
2014,1,Mendoza,32.0
2014,1,Misiones,23.0
2014,1,Neuquén,50.0
2014,1,Río Negro,45.0
